Time,V1,V2,V3,V4,V5,V6,V7,Amount,Class
32606,-0.032330251,-0.131402906,-0.58823646,0.136172883,1.242913382,-0.177845775,-1.732647355,28.46381674,0
11534,0.82815349,-0.823118061,0.571878066,0.177710445,0.329309145,-0.87263353,1.889322622,94.48785841,0
94663,1.009894961,-0.164179412,-0.748783589,0.637338548,0.140293411,0.481353998,0.689897413,454.8209382,0
40397,-0.496859033,0.469998261,0.15460843,-1.540337493,-0.972993997,-0.670983464,-1.05382158,260.4790639,0
91387,0.387844882,1.914712306,1.180045369,-1.393793366,1.986671265,1.021501898,1.026419455,394.1825194,0
1016,0.658705126,1.012067865,-0.036595863,-0.444894347,-1.417844072,-0.657580546,0.596979674,114.6937509,0
89789,-0.909157617,-2.284147857,0.355977124,-0.903360958,0.118734088,0.341791468,-0.038767625,245.6207654,0
55591,1.642096171,0.239308467,0.292651387,-0.074955965,0.832799004,-0.046344246,-0.721456883,179.7864423,0
89812,-0.038812283,1.429324263,0.0079969,0.485549295,0.846737578,1.555111619,0.547663282,414.0864749,0
23247,0.087035228,-1.337873491,-0.067007142,1.389163048,-1.15508909,0.409479386,0.122920366,12.27961524,1
24300,-0.94734138,0.55155927,-0.571374221,0.81108834,-0.419903003,1.387007319,-0.689240512,122.6775223,0
74065,-0.779426196,-0.236642186,0.151012291,-0.994276712,-0.798954772,0.108623501,-1.343255094,77.13453793,0
82798,-2.196514601,1.150290531,-0.283267509,-0.374964078,-1.98043423,-0.170740301,-0.850589021,429.7353303,0
9268,0.055155876,0.404257195,1.546090168,-0.646945171,0.130326742,-0.03819077,-0.503297856,234.304381,0
86807,2.50568921,-0.884015455,0.811143259,-1.016560879,-0.717615396,-0.771409201,1.162487284,202.7058019,0
12185,-1.018619448,-0.200851478,-1.452795896,-1.244175113,1.505482285,0.531668784,0.86075895,225.2918983,0
63704,2.976196928,-0.141695676,-1.397157998,1.664312388,0.615174438,-0.690358341,-0.450067534,485.9903508,0
86779,1.414251263,-0.123178215,-0.130459869,0.010642243,0.04140195,0.112463042,-0.41119396,425.2834298,0
39099,-0.473588781,1.119262945,-0.395305477,-0.224230207,-0.472699532,0.855201966,0.99135228,353.4780172,0
8571,0.027264705,-0.842619921,-0.183193918,0.484257567,0.11511607,1.58354891,0.267346749,145.9490007,0
38044,-0.135100308,1.00305131,0.651161461,0.533746104,-0.255873816,0.162860084,0.25341476,83.42132676,0
51214,1.706163973,-0.302249676,0.315735899,1.118825654,0.069539109,0.861207056,-0.703375405,460.7953809,0
61228,0.51701573,0.223511106,0.30562923,-0.743661613,1.901635771,0.74188775,-0.123418857,212.1146859,0
48984,1.181974049,0.072377586,1.446194665,0.402722217,-1.064756155,-0.382377091,0.004261667,140.0991439,0
40774,0.358171845,-0.021805338,-1.388891554,-0.911173976,-0.168641869,2.107803454,-0.091191747,235.9894924,0
2568,-0.111972521,-0.013602834,0.103938834,-0.190157944,0.7063884,-0.576242203,0.734067912,459.005864,0
62592,0.326423365,1.457358558,-0.579052548,0.056742567,-0.400140842,0.090994626,0.765353839,194.1465894,0
67563,-0.406944234,0.842449925,1.435435786,0.154483996,1.580541841,1.454119753,-0.918957835,281.7578576,0
2695,-1.452204043,-0.36271569,-2.209351606,0.110321106,0.678459153,1.429458243,-0.500214516,401.6801843,0
48190,0.813688576,1.582787254,-2.165481586,0.801830983,-0.718890415,0.014320398,-0.687373533,214.139133,0
5258,-1.501164448,0.274681074,0.304636296,-0.596988391,0.204068702,0.990416748,1.388525766,117.5373592,0
87538,-0.268834177,0.357624259,1.126296559,0.181674273,-0.704608734,-0.223972336,2.25349053,497.2683484,0
39504,-0.439864288,-0.837319079,0.773254321,-0.75890484,-0.796658314,-0.48867889,-0.463621375,478.3288579,0
33159,0.643353931,-0.497498658,-0.800980793,2.920752566,-0.14019798,-1.212789073,-0.167095246,421.8961054,0
13986,1.564704585,-0.688503508,1.506421722,-0.912864318,1.263761162,0.723881365,0.842314831,344.4985658,0
61858,1.204970647,0.086072865,-1.231468749,-0.700652654,0.74544504,0.829220931,-0.707211079,148.1379484,0
12666,0.672425019,0.638783079,1.30748419,0.882648077,-0.022577606,-0.567889296,0.864908328,456.7930561,0
38660,-0.629871646,0.367232299,-1.09922825,-0.429465144,0.781186195,0.268100034,-0.020869263,138.5027784,0
3561,-0.183469154,1.588044156,-0.351824172,0.883046128,0.26861871,2.650988428,-1.743739703,400.6039378,0
26854,-0.329273707,-0.887758005,0.639269538,0.153022594,-1.169893026,1.1466823,-1.30043358,459.2108258,0
64505,-0.470281447,0.114869044,-1.466207831,-0.403189267,-0.145137619,-0.901483943,-0.337854067,301.8989164,0
52251,-0.402451109,-1.282939329,1.469023398,-0.752755349,-0.073159596,1.00156228,1.222948555,401.7250527,0
22662,-0.429138035,-0.921870972,-0.357943831,-0.788836562,0.761690337,-0.896861781,-0.892534598,396.0558545,0
8392,-0.473426193,1.264578377,0.137276136,-0.392321003,-0.566470501,-2.895218312,-0.534100601,97.38571781,0
30535,0.951883018,-0.463164866,1.162200789,-0.174396318,-0.912664576,-0.020412143,0.211124227,334.2943123,0
78603,-1.054636889,-0.803363796,-0.793125345,-0.831881243,-0.045546957,1.56320146,-1.668764956,47.64050052,0
52256,-0.729474102,-2.129976876,1.060813686,-0.10923243,-0.645424504,1.39744796,0.298553281,254.4172214,0
89135,-1.583406721,-0.813354648,1.640533571,-1.094115293,-0.32350922,0.377235169,-1.543740086,81.95553852,0
35222,1.415482803,-0.205280274,-0.655578997,0.755901217,-0.080879573,-0.541729413,0.567184209,208.7583999,0
77373,-0.796502959,-1.35740296,1.369387673,0.947362399,-0.383044164,0.486449684,-0.808778082,416.6580553,0
79575,0.660775232,-0.262783389,-1.760578594,-0.70432519,0.963182743,-0.26916017,-0.94204914,493.596752,0
96354,0.47531886,1.270631061,0.389600395,-0.760173055,1.414295106,-0.513655692,0.272796625,159.661956,1
84651,1.318838621,-0.70730534,-1.228598516,0.177916807,0.862910743,1.062002202,0.79399051,266.4458937,0
63335,-0.210016698,-0.943383049,0.942568549,1.265366093,-1.771197165,-0.52603578,0.376259856,256.1377142,0
10965,-0.947539787,-1.123901467,0.860456048,1.486663664,-0.641973662,1.127236556,0.2076435,477.2463534,0
24538,-1.555749976,-1.141764093,2.077379996,-1.402742723,-0.178652119,-0.592185962,0.221802209,239.8132825,0
70592,-2.784635645,0.535577447,1.421282983,1.00630483,-1.846273259,2.058491955,0.382321888,349.8539965,0
98018,0.161353226,0.048668737,-0.165771198,-0.061553338,-0.875891717,-1.64063444,0.448036196,460.9728273,0
8110,0.775472572,0.956856879,-1.081747487,-0.0421897,-0.191429969,-0.956769332,-0.39428105,187.3159012,0
79309,0.471688105,2.019837892,0.56568708,0.504712366,-0.448974081,-0.155367734,0.654502949,451.1589969,0
27266,-1.529764303,-1.830391132,-0.06073141,-0.48095747,0.008650177,-1.984043903,-0.798190225,458.8106547,0
52992,1.038826145,0.380078708,1.551155045,1.096700632,-1.380828361,-2.570986143,1.091393264,465.4005895,0
82948,-0.698216028,-1.118619334,-2.166380843,1.423962272,-0.460282351,-1.975407617,0.782443649,135.9526466,0
98806,-0.906903494,0.788899298,2.188056759,1.461284278,0.151909751,-0.29208921,2.180901005,200.7774415,0
6910,-0.720632235,-0.271912001,0.531990608,-1.843914788,0.010201471,-0.26671001,0.513848451,435.3275582,0
90982,0.078408923,0.027322761,-0.813012122,-0.229657269,0.446893578,0.332999481,0.909099687,180.2217503,0
206,-1.484701572,-1.283177428,0.733989227,-1.935230585,0.388574362,-0.197001482,-1.560538288,300.5262634,0
87054,-0.037035914,-0.426427025,1.297421421,-0.765280062,-0.407106969,0.299516465,0.941696742,59.90919912,0
87897,0.429448245,0.089662251,0.114346891,-2.397498871,0.120118883,-0.450216414,1.176456022,29.08121907,0
23419,1.107323896,1.356078147,-1.764920384,0.450266635,-0.799993095,0.714815757,1.504721293,206.5850008,0
50636,0.175956657,-0.794560527,-0.293847036,0.219309636,-0.270228319,0.594310003,0.120466352,289.8793498,0
50015,-1.339628498,-0.550691572,1.039395053,-0.432601107,-1.055617472,-0.32669262,-0.341893376,196.9568576,0
54268,0.148890228,0.944289642,0.496664734,-0.791148111,1.065424432,0.533011435,-1.089514775,289.2901493,0
87939,-1.060258274,-0.859340284,-0.156507031,0.314031624,-0.273494301,-0.190645936,-0.998035962,258.0271037,0
18141,-1.117945156,1.142385144,1.308315831,-1.011422071,1.063943446,-1.522325915,-0.025606675,343.1679074,0
80356,-1.362703604,-0.009086575,0.739305841,-1.079462115,0.311496069,0.904496641,-1.751437997,325.1166831,0
71910,-1.91125368,0.303122962,0.816339156,-1.202416202,-0.885662262,-0.906816047,-0.768218608,212.6986059,0
56044,-0.567163168,0.367522303,-0.410634692,-0.203840931,0.251106599,0.893823955,0.089522051,213.072625,0
67214,1.128888743,-0.616220553,-0.507383682,-0.58230757,0.809718265,0.324026772,0.067203453,71.24839167,0
33827,2.256484015,0.389886819,-1.699959721,-0.384238018,-0.077580792,-0.084522309,-0.969393753,257.1060475,0
55820,-0.573585158,-0.772369784,-0.259391756,0.52180874,0.074029352,-1.876993395,-1.23386331,294.0023849,0
62623,1.086105527,-0.502103004,0.935392054,0.963296605,-0.551457308,1.539745557,-1.084512456,238.7682093,1
81734,-0.394582318,0.558690966,-0.204093297,1.450480785,0.024103226,-0.363113861,-0.220852159,163.5279602,0
75450,-1.650735719,0.293393956,0.445538847,0.060136978,0.237898189,0.634563587,2.129797143,361.1026236,0
93426,0.700942261,-0.074964951,1.111199357,0.347589103,-0.578815814,-0.113974123,1.060339086,38.25616068,0
22299,0.234814087,-1.258731649,0.372832992,0.188846357,-1.079295937,-0.271435336,0.214194404,457.3057445,0
43585,1.818019608,-1.009158289,0.470514762,-1.674185699,1.2879705,0.192807838,0.553890765,11.30107633,0
64044,-1.534678482,0.276709044,-1.357822462,-0.369697056,0.604120506,0.026572283,1.015864874,481.2127166,0
42557,2.796032708,0.732140563,-0.322564784,-0.365098223,-0.547658105,-0.26699279,0.675618651,231.7154449,0
49080,1.591717323,-1.109645505,1.726626506,-0.510812826,0.219657257,-0.055314559,-0.308209973,206.9223021,0
2693,-0.017923574,-0.839825247,0.103797181,-0.040939329,-1.478578668,0.427064656,-0.845588207,128.9655647,0
95003,-0.298637792,0.134185174,1.896738182,-0.219480553,-1.977070974,0.497819177,-0.125274171,6.025496281,0
95259,-0.715809869,0.112787863,-0.723115631,-0.986326764,1.084133087,0.043357213,1.004241667,138.1203419,1
69163,0.109732639,-1.623957209,0.233947452,-0.151025954,0.22955114,0.62093699,-0.270391175,55.5905628,0
25939,-0.183936155,0.161563013,-0.382678438,-0.639050397,-0.047702469,-0.424069804,-1.104675629,330.2506005,0
48925,0.513795414,-0.59836781,0.591984685,-2.619242727,0.232657205,2.224886381,-1.723447993,160.2184112,0
42941,-0.294366661,1.64104663,0.895008668,-1.39706892,3.226131659,1.485588608,-0.121030762,383.8224849,0
21834,1.414963691,0.249198543,0.602466096,0.088914326,0.869095286,0.762442995,-1.025642243,104.2511775,0
18047,0.125046031,0.42147345,1.041852144,1.091891314,-1.045440266,-1.941580494,-0.436515886,450.2171939,0
26105,-0.256817028,0.447359302,-0.013172989,-2.427203258,-1.680376392,0.606019139,1.456232529,261.967776,0
75766,1.024286582,-1.213927381,-0.190528368,-0.870391634,1.054535763,-0.336637083,-0.053849711,58.13859204,0
15707,-1.62252363,1.943876893,-1.758193007,0.431453834,0.856095854,-0.978680731,-0.750460775,201.0217726,0
21976,0.340988352,-1.622911247,0.638450935,0.878195464,0.575060768,-0.36209605,0.308751281,104.1735015,0
44262,0.025571336,0.795703142,0.172184092,-0.420113562,-0.812879031,-0.867834734,1.920954667,100.6430277,0
23776,-1.41085053,0.618663937,-0.067914738,-0.682782358,0.36328539,0.506803094,-0.120696248,253.6784991,0
30080,-1.70850328,-0.47700238,-0.190817405,1.21971075,-0.723345169,1.615994063,-2.355526303,336.2741158,0
66842,1.010345003,0.666450317,-0.036879561,0.796092706,0.662781886,0.826028792,0.650076577,455.8974845,0
61373,0.96279069,-0.317573199,-0.236236131,0.858618398,0.982656907,2.762525241,0.346430061,251.5788434,0
6776,0.17255843,-0.675461445,-0.528033839,-0.468064002,-0.543472759,-1.55361243,0.090122355,482.9535488,0
92787,1.716657776,0.469559169,0.239588881,1.113694238,1.131810161,-0.506034704,-0.219177259,470.8757912,0
55016,0.440968182,-1.006560991,0.484159119,-1.945068733,0.1148524,-0.943025192,-0.807272175,432.6662025,0
9474,1.249805319,-0.224255159,-0.770567914,1.131230092,0.491873212,1.229368314,1.514974224,250.4886552,0
58053,0.420324587,-0.594176749,-0.400735569,-0.066532153,-1.309633364,-0.220550357,-1.838309335,71.3110679,0
21959,-0.275809566,-0.33597951,-0.204621751,0.128934191,0.232214506,0.189516196,-0.308961081,109.7343304,0
5530,-1.057531251,0.432728599,0.004813307,-0.945252658,-0.675584387,0.633685532,-0.332340172,324.1873314,0
94856,-0.603436255,-0.594366372,-0.12818547,-1.814026348,0.474633454,-1.454788851,0.853441802,211.4557352,0
3748,-0.257122271,-0.192323913,0.6597212,0.107704148,1.46716267,-0.621348963,1.235660645,74.25401425,0
97504,1.363153102,-0.503145252,-1.652367016,0.55139455,0.289520209,0.997265954,-0.22673381,240.0179729,0
98098,0.769919559,1.443996666,-1.475037198,0.702692385,-0.900854906,-0.548087901,0.192965852,9.697842206,0
13545,0.330319068,0.342612398,0.193569399,0.594778596,0.626466092,-1.713642969,0.277986814,367.2137901,1
66199,0.870009908,0.220069633,-0.602685848,0.368161695,0.401788746,-0.902262888,1.053326239,37.71706595,0
34766,0.527383716,0.683418505,0.884242306,-0.923786436,2.058601746,-0.286268054,1.032730447,314.9276963,0
73530,0.261937611,-0.594134577,1.169800953,0.767476073,0.253967961,0.16676052,-0.538413544,396.7121435,0
93557,-1.498659402,0.859257225,0.233747176,-1.035622347,-0.585474991,-0.07081331,0.437901401,67.18929335,0
61087,1.139157573,0.346177746,-1.071974916,1.107064236,0.770641226,-0.614217842,0.383251792,259.8007066,0
95839,-0.458511848,-1.560890903,1.054593516,-0.083981869,-0.127678072,0.939313439,-0.115909947,389.7546897,1
68840,1.088540278,-1.428030833,0.198902662,-0.05070922,0.08025099,-0.129060937,0.373781734,131.0560939,0
54384,1.185210292,-0.572297053,-1.486935973,0.865926618,-0.92847603,0.209401362,0.020187762,82.29537991,0
51005,-0.670039194,-1.321006496,-1.398519648,1.001468626,-0.122434813,-0.560955977,0.157890599,169.0727364,0
46576,0.949716081,-0.238278461,1.51694679,0.770638679,0.030804697,1.508940264,-1.356006312,277.7948891,0
39353,-0.360987479,-1.013737991,1.351135913,-0.82045785,-0.128348676,-0.391631105,-0.917961372,288.0645178,0
62003,-0.355032328,-0.097723053,-2.517143142,0.76266955,-0.590887362,0.074692867,0.81775551,66.3072904,1
83211,0.257473235,1.411709376,-1.357790895,-0.81478961,0.28822913,1.034999442,-1.210587877,229.326855,0
52733,0.284472589,-0.049376904,1.140855496,0.787901402,-0.923472417,0.280042261,0.470109209,134.8728156,0
65318,0.038551515,-0.302964455,-0.018492588,-1.425163196,-1.158994601,0.255089696,-0.081425981,421.1700848,0
89474,-1.334288016,0.388242648,0.701849285,-0.093680062,0.709536171,-1.973655509,1.030654729,157.4739909,0
23664,-0.121446639,-0.696419793,-0.061952746,-0.82089114,0.617750178,0.680635002,0.648800542,419.5135577,0
67172,2.278478728,0.843414309,0.65449249,0.869935652,-1.307604481,0.05558694,-0.45327917,214.8537417,0
85616,-2.784004229,0.495212953,0.005833547,1.115166774,-1.829555046,0.541565103,-0.223248348,363.5662971,0
93264,0.86974044,0.038865562,-0.437608257,0.198996514,-1.008742045,0.183213048,-1.985537815,255.520054,0
26736,1.057124933,0.154315832,1.05874383,0.166109144,-0.128298994,-0.559157557,-0.130398115,311.3593494,0
94209,-1.358347719,2.041745911,0.202054616,0.704177122,1.154349575,0.894307167,-1.270148743,198.2828989,0
854,-0.469438913,0.94231221,0.652388716,1.12111488,-0.152744568,0.198126611,-0.218706358,384.3351771,0
90084,-1.000717158,2.199526631,0.157447925,0.037311175,-0.769361049,-1.289386491,-0.637918234,213.1695024,0
38623,1.853965377,0.532030193,-0.486356894,-0.499675325,0.148586229,1.308517156,-0.876629202,229.2733616,0
7392,1.103025267,-1.471691443,1.608389311,0.647267486,-0.114016115,-1.430479564,1.187724512,259.3216554,0
55680,1.151425374,-0.262173703,0.354968255,-1.858727371,-1.381007307,0.900929234,-1.276210897,416.0802351,0
46717,0.120647226,-1.700204875,-0.355048644,0.90965154,-1.375062885,1.486931772,-0.963065113,330.0300854,0
87092,1.31209195,0.528303035,1.27832947,-0.710186949,-1.348197502,-1.106295436,-0.698211043,175.2310329,0
50859,-0.008236567,0.745404197,-1.320823774,-0.240227866,2.479851535,-0.122761787,-0.481118059,335.4894974,0
26309,1.359157627,-0.885915996,2.236283651,0.916051323,0.85998144,-0.215948246,-0.876778511,321.5708599,0
87455,-0.148696424,-0.65563638,-0.179149758,-0.415509516,-0.593716059,-0.170971155,-0.359148492,465.5786187,0
63734,-0.679241917,0.148750896,-1.268014207,0.647408879,1.108266823,1.830238355,0.302154317,420.8668016,0
70467,1.810950266,-1.198104063,1.905941348,1.138908754,-0.568056288,-1.094718873,0.669858758,324.076015,0
52662,-0.020848761,-1.273159769,-0.463167613,0.11003309,1.075180397,-0.306567045,0.621307957,171.4120482,0
98506,-0.898799908,1.238632048,0.24324457,0.311448156,0.080306457,1.503322499,-1.908202578,390.008648,0
12688,-0.909633897,0.114710618,0.717690741,-0.119435874,-0.65885125,-0.322948828,0.380195894,288.0289382,0
25342,-0.906578673,-0.558109358,1.184172528,0.115597997,0.679820346,-0.935779716,0.441898493,492.6497241,0
37157,0.844442351,-1.692118889,0.299774564,-1.11640478,0.137519573,0.263014682,-0.662399144,124.5055582,0
67863,-0.098862877,0.852351357,-0.647315408,-0.293738087,0.398267772,0.805640542,1.667684206,40.74826462,0
52083,2.297958976,-0.684518212,0.218992523,-1.288205607,0.215507023,-0.39284097,1.087666232,35.87601413,0
65733,1.186178182,1.860684446,-0.419315545,-0.898767225,0.205014773,0.554368391,-0.183024383,320.3751638,0
89045,0.25713813,0.859310098,0.249011676,-2.002949021,0.800553888,-1.376615094,-0.595968305,469.6908542,0
34698,1.403897541,-0.808141854,1.628149546,0.263928154,2.583806849,-1.321027083,1.651444461,1.964025231,0
80623,-0.495507336,-0.715471697,0.755925192,1.691602165,1.248791901,-0.44008628,-0.019013738,363.1597524,1
22671,-1.854785804,1.721851163,0.206646438,-0.456105735,0.21964516,0.59001742,0.085037058,328.8755261,0
25184,-0.989583058,-0.084259447,0.738490833,0.965133591,-0.310606915,0.761497981,0.072456597,366.4197919,0
93384,0.147207829,-0.513311228,0.810080652,1.125692816,-0.200734918,-1.182016047,2.303104471,178.347298,0
42107,-0.222541472,0.027721688,-1.077874103,-1.199137234,-1.256129295,0.724420705,-0.216515264,410.4277259,0
86202,0.824415388,-0.51791265,0.041722711,-0.983793918,0.664543543,0.16650704,-0.023641977,23.30875878,0
51663,-0.124613781,0.241048477,2.562527659,0.990798088,-1.014922692,-0.879204694,-0.831062663,377.9601192,0
15708,0.748034726,-0.075823622,1.212820985,-0.092341363,-0.372454312,-1.334188352,-0.389499442,134.2688987,0
